Altium Designer Pick and Place Locations
C:\Applications\hardware\pca10095\trunk\production_files\400432_pick_and_place.csv

========================================================================================================================
File Design Information:

Date:       25.05.21
Time:       11:11
Revision:   20743
Variant:    No variations
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"C40","4.7µF","TopLayer","CAPC1608X06L","39.1510","36.1032","90","Capacitor, X7S, ±10%, 10V"
"R10","2R2","TopLayer","RESC0603X03L_C","38.1000","36.3474","270","Resistor, ±1%, 0.05W"
"R8","1M0","TopLayer","RESC0603X03L_C","32.2580","19.9136","270","Resistor, ±1%, 0.05W"
"Q2","RV2C010UNT2L","TopLayer","DFN65P100X40-3L","50.2278","27.2860","270","N-Channel MOSFET, 20V, 1A, 470mOhm, 400mW"
"C72","4.7µF","TopLayer","CAPC1608X06L","40.2760","36.1032","90","Capacitor, X7R, ±10%, 6.3V"
"C26","1.0µF","TopLayer","CAPC1005X04L","48.1010","35.0732","0","Capacitor, X5R, ±5%, 6.3V"
"C73","100nF","TopLayer","CAPC0603X03L_C","46.0950","34.3482","0","Capacitor, X5R, ±10%"
"C27","2.2nF","TopLayer","CAPC0603X03L_C","49.4260","31.6738","0","Capacitor, X7R, ±10%, 10V"
"C74","1.0µF","TopLayer","CAPC1005X04L","43.4760","34.9782","0","Capacitor, X5R, ±5%, 6.3V"
"C25","1.0µF","TopLayer","CAPC1005X04L","46.1260","35.0732","0","Capacitor, X5R, ±5%, 6.3V"
"U2","nRF5340-QKAA","TopLayer","AQFN40P700X700X85_HS-99N","44.5760","30.0482","0","Multi-protocol Bluetooth Low Energy, IEEE 802.15.4, ANT and 2.4GHz proprietary system-on-chip"
"X1","32MHz","TopLayer","BT-XTAL_2016","123.2026","41.2432","90","XTAL SMD 2016, 32MHz, Cl=8pF, Tol: ±10ppm, Stab: ±15ppm"
"C15","100nF","TopLayer","CAPC0603X03L_C","115.4042","32.5138","270","Capacitor, X5R, ±10%"
"C14","100nF","TopLayer","CAPC0603X03L_C","112.0514","32.5138","270","Capacitor, X5R, ±10%"
"C8","100nF","TopLayer","CAPC0603X03L_C","118.4026","32.5138","270","Capacitor, X5R, ±10%"
"X2","32.768kHz","TopLayer","XTAL_2012","109.5276","34.9138","0","XTAL SMD 2012, 32.768kHz, 9pF, ±20ppm"
"C13","100nF","TopLayer","CAPC0603X03L_C","110.0026","33.9138","180","Capacitor, X5R, ±10%"
"R78","4R7","TopLayer","RESC0603X03L_C","30.2514","40.1828","270","Resistor, ±1%, 0.05W"
"C24","100nF","TopLayer","CAPC0603X03L_C","82.3214","16.8148","0","Capacitor, X5R, ±10%"
"U25","FSA2466UMX","TopLayer","XQFN40P180X260X50-16N","82.8040","19.0912","180","Data / Audio Low-Voltage Dual DPDT Analog Switch"
"TP57","Ø1.5mm,SMD","BottomLayer","TP_SMD_Ø1.5mm","80.7182","18.7988","180","1.5mm circular SMD testpad"
"TP56","Ø1.5mm,SMD","BottomLayer","TP_SMD_Ø1.5mm","83.7184","18.7988","180","1.5mm circular SMD testpad"
"TP55","Ø1.5mm,SMD","BottomLayer","TP_SMD_Ø1.5mm","83.7184","15.7988","180","1.5mm circular SMD testpad"
"TP54","Ø1.5mm,SMD","BottomLayer","TP_SMD_Ø1.5mm","80.7182","15.7988","180","1.5mm circular SMD testpad"
"R77","10k","TopLayer","RESC0603X03L_C","33.1724","38.4556","90","Resistor, ±1%, 0.05W"
"L1","2.2nH","TopLayer","INDC0603X03L_C","121.2262","38.3968","0","FIXED IND 2.2NH 600MA 120 MOHM"
"C21","N.C.","TopLayer","CAPC0603X03L_C_NC","122.0978","38.8564","270","Not mounted"
"SB26","Solderbridge","TopLayer","Solderbridge","77.7240","8.7884","180","Solderbridge"
"Bat1","Bat Holder CR2032","BottomLayer","L-KLS5-CR2032-23-B1","12.6746","31.7500","90","Bat Holder CR2032 SMD"
"R75","205R","TopLayer","RESC0603X03L_C","51.3080","44.5516","270","Resistor, ±1%, 0.05W"
"U1","nRF5340-QKAA","TopLayer","AQFN40P700X700X85_HS-99N","116.0776","37.3888","0","Multi-protocol Bluetooth Low Energy, IEEE 802.15.4, ANT and 2.4GHz proprietary system-on-chip"
"C18","4.7µF","TopLayer","CAPC1608X06L","111.7776","43.4438","90","Capacitor, X7S, ±10%, 10V"
"L2","10µH","TopLayer","INDC1608X06L","119.0526","43.4638","180","Inductor, 250mA, ±20%, 1.05ohm. -55°C ~ 125°C"
"L4","10µH","TopLayer","INDC1608X06L","108.9026","37.4638","90","Inductor, 250mA, ±20%, 1.05ohm. -55°C ~ 125°C"
"C16","1.0µF","TopLayer","CAPC1005X04L","113.2276","43.2138","270","Capacitor, X5R, ±5%, 6.3V"
"C5","1.0µF","TopLayer","CAPC1005X04L","115.8276","43.3438","0","Capacitor, X5R, ±5%, 6.3V"
"L3","10µH","TopLayer","INDC1608X06L","114.9276","44.3638","180","Inductor, 250mA, ±20%, 1.05ohm. -55°C ~ 125°C"
"C3","1.0µF","TopLayer","CAPC1005X04L","119.6026","42.4642","0","Capacitor, X5R, ±5%, 6.3V"
"C2","1.0µF","TopLayer","CAPC1005X04L","117.3526","43.2638","90","Capacitor, X5R, ±5%, 6.3V"
"C17","4.7µF","TopLayer","CAPC1608X06L","110.6526","43.4438","90","Capacitor, X7S, ±10%, 10V"
"C11","100nF","TopLayer","CAPC0603X03L_C","120.9276","41.8130","0","Capacitor, X5R, ±10%"
"R13","N.C.","TopLayer","RESC0603X03L_C_NC","45.2160","22.1132","270","Not mounted"
"TP48","Ø1.5mm,SMD","BottomLayer","TP_SMD_Ø1.5mm","61.0870","44.6560","180","1.5mm circular SMD testpad"
"TP23","Ø1.5mm,SMD","BottomLayer","TP_SMD_Ø1.5mm","58.0870","38.6560","180","1.5mm circular SMD testpad"
"TP21","Ø1.5mm,SMD","BottomLayer","TP_SMD_Ø1.5mm","61.0870","41.6560","180","1.5mm circular SMD testpad"
"TP20","Ø1.5mm,SMD","BottomLayer","TP_SMD_Ø1.5mm","61.0870","38.6560","180","1.5mm circular SMD testpad"
"TP8","Ø1.5mm,SMD","BottomLayer","TP_SMD_Ø1.5mm","56.7578","24.2062","0","1.5mm circular SMD testpad"
"TP7","Ø1.5mm,SMD","BottomLayer","TP_SMD_Ø1.5mm","59.7578","24.2062","0","1.5mm circular SMD testpad"
"R25","1M0","TopLayer","RESC0603X03L_C","50.1904","28.3210","180","Resistor, ±1%, 0.05W"
"R23","150R","TopLayer","RESC0603X03L_C","55.6006","27.2034","90","Resistor, ±1%, 0.05W"
"R22","150R","TopLayer","RESC0603X03L_C","54.9995","27.2034","90","Resistor, ±1%, 0.05W"
"R21","150R","TopLayer","RESC0603X03L_C","54.3983","27.2034","90","Resistor, ±1%, 0.05W"
"R19","150R","TopLayer","RESC0603X03L_C","53.7972","27.2034","90","Resistor, ±1%, 0.05W"
"R17","150R","TopLayer","RESC0603X03L_C","45.0342","37.5158","90","Resistor, ±1%, 0.05W"
"R16","150R","TopLayer","RESC0603X03L_C","44.4754","37.5158","90","Resistor, ±1%, 0.05W"
"R15","150R","TopLayer","RESC0603X03L_C","43.9166","37.5158","90","Resistor, ±1%, 0.05W"
"R14","150R","TopLayer","RESC0603X03L_C","43.3578","37.5158","90","Resistor, ±1%, 0.05W"
"R9","N.C.","TopLayer","RESC0603X03L_C_NC","43.3010","22.0257","270","Not mounted"
"R7","560R","TopLayer","RESC0603X03L_C","37.7190","27.7114","90","Resistor, ±1%, 0.05W"
"R54","0R","TopLayer","RESC0603X03L_C","109.2454","43.1800","90","Resistor, ±5%, 0.05W"
"R53","0R","TopLayer","RESC0603X03L_C","109.8042","43.1800","90","Resistor, ±5%, 0.05W"
"Q1","RV2C010UNT2L","TopLayer","DFN65P100X40-3L","38.0492","23.7490","180","N-Channel MOSFET, 20V, 1A, 470mOhm, 400mW"
"LED5","L0603G","TopLayer","LED_0603_G","37.7190","25.5524","90","LED, Green, 0603, 570nm, Vf=1.7V, 2.24..5.6mcd, - 40 to +100°C"
"C23","1.2pF","TopLayer","CAPC1005X04L","129.6670","39.2176","90","Capacitor, NP0, ±0.1pF"
"J1","MM8130-2600","TopLayer","COAXIAL-SWF","127.4234","38.3912","90","Coaxial Connector with Switch"
"C6","100nF","TopLayer","CAPC0603X03L_C","118.0966","41.6888","0","Capacitor, X5R, ±10%"
"C19","2.2µF","TopLayer","CAPC1608X06L","110.0776","37.0638","90","Capacitor, X7R, ±10%"
"C4","2.2nF","TopLayer","CAPC0603X03L_C","121.2776","40.0388","90","Capacitor, X7R, ±10%, 10V"
"C7","1.0µF","TopLayer","CAPC1005X04L","115.2776","42.4938","0","Capacitor, X5R, ±5%, 6.3V"
"C1","0.7pF","TopLayer","CAPC0603X03L_C","120.3776","38.6888","270","Ceramic Capacitor C0G, NP0 0201, ±0.1pF 25V"
"C12","100nF","TopLayer","CAPC0603X03L_C","111.0776","40.4888","90","Capacitor, X5R, ±10%"
"C9","100nF","TopLayer","CAPC0603X03L_C","120.8786","37.2618","0","Capacitor, X5R, ±10%"
"C10","100nF","TopLayer","CAPC0603X03L_C","120.7276","40.0388","270","Capacitor, X5R, ±10%"
"C20","4.7µF","TopLayer","CAPC1608X06L","110.4776","39.2888","180","Capacitor, X7S, ±10%, 10V"
"R1","2R2","TopLayer","RESC0603X03L_C","107.4674","42.7736","0","Resistor, ±1%, 0.05W"
"SB3","Solderbridge","TopLayer","Solderbridge","104.4702","40.8940","180","Solderbridge"
"SB4","Solderbridge","TopLayer","Solderbridge","104.4702","38.7350","180","Solderbridge"
"U21","74LVC1G11","TopLayer","SOT65P210X100-6N","21.6662","10.4140","270","Single 3-input AND gate"
"R72","1M0","TopLayer","RESC0603X03L_C","22.6314","12.8524","0","Resistor, ±1%, 0.05W"
"R71","100k","TopLayer","RESC0603X03L_C","19.4310","14.7066","270","Resistor, ±1%, 0.05W"
"Q10","PMCPB5530","TopLayer","PMCPB5530X","22.9512","14.3562","270","Mosfet Array N and P-Channel 20V 4A (Ta), 3.4A (Ta) 490mW Surface Mount 6-HUSON-EP (2x2)"
"C71","100nF","TopLayer","CAPC0603X03L_C","21.9456","8.4074","180","Capacitor, X5R, ±10%"
"TP39","Ø1.5mm,SMD","BottomLayer","TP_SMD_Ø1.5mm","69.4690","40.0050","180","1.5mm circular SMD testpad"
"TP35","Ø1.5mm,SMD","BottomLayer","TP_SMD_Ø1.5mm","32.3088","15.3162","180","1.5mm circular SMD testpad"
"R24","0R","TopLayer","RESC0603X03L_C","71.8820","42.5450","270","Resistor, ±5%, 0.05W"
"R20","0R","TopLayer","RESC0603X03L_C","72.4408","42.5450","270","Resistor, ±5%, 0.05W"
"C28","N.C.","TopLayer","CAPC0603X03L_C_NC","71.8820","41.4528","90","Not mounted"
"C29","N.C.","TopLayer","CAPC0603X03L_C_NC","72.4408","41.4528","90","Not mounted"
"SB17","Solderbridge","TopLayer","Solderbridge","109.4308","19.5834","90","Solderbridge"
"R49","4k7","TopLayer","RESC0603X03L_C","74.4474","16.5100","90","Resistor, ±1%, 0.05W"
"R48","4k7","TopLayer","RESC0603X03L_C","73.8886","19.9898","270","Resistor, ±1%, 0.05W"
"SB48","Solderbridge","TopLayer","Solderbridge","29.2608","30.1244","270","Solderbridge"
"SB81","Solderbridge","TopLayer","Solderbridge","50.7238","40.5130","270","Solderbridge"
"U22","TCK106AG","TopLayer","BGA4C40P2X2_76X76X62","27.4828","30.3530","270","1.0 A Load Switch IC with Slew Rate Control Driver in Ultra Small Package"
"U15","TCK106AG","TopLayer","BGA4C40P2X2_76X76X62","53.3400","40.9194","270","1.0 A Load Switch IC with Slew Rate Control Driver in Ultra Small Package"
"U20","TCK106AG","TopLayer","BGA4C40P2X2_76X76X62","107.1626","45.5422","90","1.0 A Load Switch IC with Slew Rate Control Driver in Ultra Small Package"
"SB80","Solderbridge","TopLayer","Solderbridge","105.7148","44.7802","90","Solderbridge"
"C66","1.0µF","TopLayer","CAPC1005X04L","52.0446","40.3860","270","Capacitor, X5R, ±5%, 6.3V"
"C67","1.0µF","TopLayer","CAPC1608X06L","105.0544","46.0756","0","Capacitor, X7R, ±10%"
"SB39","Solderbridge","TopLayer","Solderbridge","24.5618","16.6878","270","Solderbridge"
"C50","100nF","TopLayer","CAPC0603X03L_C","6.9596","39.5224","0","Capacitor, X5R, ±10%"
"C48","100nF","TopLayer","CAPC0603X03L_C","115.7478","55.9562","270","Capacitor, X5R, ±10%"
"TP13","Ø1.5mm,SMD","BottomLayer","TP_SMD_Ø1.5mm","109.3470","50.5780","180","1.5mm circular SMD testpad"
"TP14","Ø1.5mm,SMD","BottomLayer","TP_SMD_Ø1.5mm","109.3470","53.8574","180","1.5mm circular SMD testpad"
"TP17","Ø1.5mm,SMD","BottomLayer","TP_SMD_Ø1.5mm","101.6564","15.7988","270","1.5mm circular SMD testpad"
"TP6","Ø1.5mm,SMD","BottomLayer","TP_SMD_Ø1.5mm","62.7578","24.1442","0","1.5mm circular SMD testpad"
"TP5","Ø1.5mm,SMD","BottomLayer","TP_SMD_Ø1.5mm","57.6580","16.8402","90","1.5mm circular SMD testpad"
"TP4","Ø1.5mm,SMD","BottomLayer","TP_SMD_Ø1.5mm","68.7578","24.1442","0","1.5mm circular SMD testpad"
"TP3","Ø1.5mm,SMD","BottomLayer","TP_SMD_Ø1.5mm","69.2658","14.5542","90","1.5mm circular SMD testpad"
"TP2","Ø1.5mm,SMD","BottomLayer","TP_SMD_Ø1.5mm","65.7578","24.1442","0","1.5mm circular SMD testpad"
"TP1","Ø1.5mm,SMD","BottomLayer","TP_SMD_Ø1.5mm","54.0512","16.8402","90","1.5mm circular SMD testpad"
"TP12","Ø1.5mm,SMD","BottomLayer","TP_SMD_Ø1.5mm","1.3208","48.9230","90","1.5mm circular SMD testpad"
"TP11","Ø1.5mm,SMD","BottomLayer","TP_SMD_Ø1.5mm","1.3462","45.9232","90","1.5mm circular SMD testpad"
"TP10","Ø1.5mm,SMD","BottomLayer","TP_SMD_Ø1.5mm","31.7500","35.4076","90","1.5mm circular SMD testpad"
